Trade,Strategy,Symbol,Side,DateIn,TimeIn,QtyIn,PriceIn,DateOut,TimeOut,QtyOut,PriceOut,Reason,Bars,PctGain,Profit,PctMFE,PctMAE,Fraction,Size,CommsIn,CommsInPct,CommsOut,CommsOutPct,SlipIn,SlipInPct,SlipOut,SlipOutPct,Dividends,FXSize,FxIn,FxOut,NetFX,SavedCalcIn,SavedCalcOut,VolumePct_In,VolumePct_Out
78,ASX_Trend_Following,RUP-200704.au,Long,1998-01-12,open,1395.0,4.5225,1998-11-09,open,1395.0,4.8258,zero position,205,0.0915,577.3,0.1609,-0.0492,0.05,6309,6.6,0.001,6.6,0.001,31.39,0.005,33.83,0.005,167.4,6308.89,1,1,0,0,0,0.10969,0.08079
79,ASX_Trend_Following,VID-200906.au,Long,1998-11-02,open,5787.0,1.1678,1998-12-21,open,5787.0,1.0945,zero position,35,-0.0647,-437.39,0.0276,-0.1009,0.05,6758,6.6,0.001,6.6,0.001,33.28,0.0049,31.83,0.005,0.0,6758.06,1,1,0,0,0,0.02643,0.07884
80,ASX_Trend_Following,CPW-199901.au,Long,1998-05-04,open,1696.0,3.8995,1999-01-05,close,1696.0,5.97,end of data,160,0.544,3597.82,0.5387,-0.0332,0.05,6614,6.6,0.001,8.91,0.0009,33.07,0.005,50.88,0.005,101.76,6613.55,1,1,0,0,0,5.65333,1.696
81,ASX_Trend_Following,AOV.au,Long,1998-11-16,open,2631.0,2.5728,1999-03-01,open,2631.0,2.2686,zero position,71,-0.1202,-813.55,0.03,-0.1138,0.05,6769,6.6,0.001,6.6,0.0011,33.68,0.005,29.99,0.005,0.0,6769.04,1,1,0,0,0,0.05376,0.01385
82,ASX_Trend_Following,SHV.au,Long,1998-09-28,open,5996.0,1.0055,1999-04-12,open,5996.0,1.0448,zero position,93,0.0568,342.36,0.2531,-0.0055,0.05,6029,6.6,0.0011,6.6,0.0011,32.98,0.0055,31.48,0.005,119.92,6028.98,1,1,0,0,0,4.72498,0.5996
83,ASX_Trend_Following,FMH-200102.au,Long,1998-11-23,open,2699.0,2.5525,1999-05-10,open,2699.0,2.2288,zero position,106,0.1298,894.47,0.3555,-0.1381,0.05,6889,6.6,0.001,6.6,0.0011,33.74,0.0049,30.23,0.005,1781.34,6889.2,1,1,0,0,0,0.57426,0.01896
84,ASX_Trend_Following,SAQ-200802.au,Long,1998-11-23,open,1730.0,3.9195,1999-05-31,open,1730.0,3.98,zero position,91,0.0384,260.14,0.1991,-0.005,0.05,6781,6.6,0.001,6.6,0.001,33.73,0.005,34.6,0.005,168.68,6780.74,1,1,0,0,0,0.05679,0.692
85,ASX_Trend_Following,WHW-199908.au,Long,1998-09-01,open,801.0,3.1363,1999-06-01,open,801.0,6.0795,reduce position,185,1.0032,2520.12,0.9769,-0.0275,0.0204,2512,6.6,0.0026,7.0,0.0014,13.02,0.0052,24.47,0.005,176.22,2512.18,1,1,0,0,0,0.02161,0.04667
86,ASX_Trend_Following,WHW-199908.au,Long,1998-06-15,open,629.0,2.643,1999-06-01,open,629.0,6.0795,reduce position,241,1.4058,2337.06,1.3458,-0.0352,0.0131,1662,6.6,0.004,6.6,0.0017,31.23,0.0188,19.22,0.005,188.7,1662.45,1,1,0,0,0,0.0118,0.03665
87,ASX_Trend_Following,SCC-201403.au,Long,1999-05-10,open,12444.0,0.5729,1999-06-15,open,12444.0,0.4796,zero position,23,-0.1647,-1174.23,0.0124,-0.2494,0.0423,7129,6.6,0.0009,6.6,0.0011,36.09,0.0051,29.99,0.005,0.0,7129.17,1,1,0,0,0,0.39647,0.13923
88,ASX_Trend_Following,SWS-200206.au,Long,1999-05-31,open,2321.0,3.809,1999-06-15,open,2321.0,3.6815,zero position,10,-0.0351,-310.05,0.0,-0.0286,0.05,8841,6.6,0.0007,7.52,0.0009,44.1,0.005,42.94,0.005,0.0,8840.69,1,1,0,0,0,0.28133,0.1027
89,ASX_Trend_Following,HIL-202305.au,Long,1999-03-01,open,3158.0,2.573,1999-06-21,open,3158.0,2.3681,zero position,75,-0.0595,-483.43,0.0416,-0.0867,0.05,8126,6.6,0.0008,6.6,0.0009,41.05,0.0051,37.58,0.005,176.85,8125.53,1,1,0,0,0,0.7895,1.64651
90,ASX_Trend_Following,SPT-201207.au,Long,1998-11-23,open,1795.0,3.7688,1999-06-21,open,1802.754,4.0298,zero position,142,0.0931,630.14,0.2975,-0.0448,0.05,6765,6.6,0.001,6.6,0.0009,33.75,0.005,36.35,0.005,143.6,6765.0,1,1,0,0,0,0.01489,0.01937
91,ASX_Trend_Following,DUI.au,Long,1999-06-21,open,3827.0,1.4872,1999-06-29,open,3827.0,1.4129,zero position,5,-0.0523,-297.55,0.0086,-0.0586,0.031,5692,6.6,0.0012,6.6,0.0012,27.36,0.0048,27.17,0.005,0.0,5691.51,1,1,0,0,0,0.47837,9.42611
92,ASX_Trend_Following,PPT.au,Long,1996-11-11,open,372.0,6.7838,1999-07-01,open,372.0,23.88,reduce position,653,2.6882,6783.98,2.6853,-0.005,0.0251,2524,6.6,0.0026,15.61,0.0018,25.01,0.0099,44.64,0.005,446.4,2523.57,1,1,0,0,0,0.01963,0.08145
93,ASX_Trend_Following,ABG-200401.au,Long,1999-06-15,open,3633.0,2.412,1999-07-12,open,3633.0,2.3383,zero position,19,-0.0322,-281.83,0.0323,-0.063,0.05,8763,6.6,0.0008,7.48,0.0009,43.6,0.005,42.69,0.005,0.0,8762.8,1,1,0,0,0,0.22152,0.34933
94,ASX_Trend_Following,BOQ.au,Long,1998-08-24,open,1122.0,5.7288,1999-07-12,open,1122.0,5.8705,zero position,222,0.0663,426.29,0.1154,-0.0748,0.05,6428,6.6,0.001,6.6,0.001,32.26,0.005,33.1,0.005,280.5,6427.71,1,1,0,0,0,0.10946,0.14055
95,ASX_Trend_Following,RUP-200704.au,Long,1998-11-16,open,1283.0,5.3163,1999-07-12,open,1283.0,4.786,zero position,149,-0.0366,-249.66,0.0251,-0.1065,0.05,6821,6.6,0.001,6.6,0.0011,33.68,0.0049,30.86,0.005,443.92,6820.81,1,1,0,0,0,0.03006,0.45821
96,ASX_Trend_Following,QCH-200707.au,Long,1999-06-15,open,1817.0,4.874,1999-08-02,open,1817.0,4.6964,zero position,34,0.003,26.59,0.0997,-0.0357,0.05,8856,6.6,0.0007,7.51,0.0009,43.61,0.0049,42.88,0.005,363.4,8856.06,1,1,0,0,0,1.65182,0.05294
97,ASX_Trend_Following,IPH-200306.au,Long,1999-04-12,open,4095.0,2.1407,1999-08-09,open,4095.0,1.8607,zero position,84,-0.1323,-1159.91,0.0043,-0.1265,0.05,8766,6.6,0.0008,6.71,0.0009,43.61,0.005,38.29,0.005,0.0,8766.17,1,1,0,0,0,0.05312,0.13534
98,ASX_Trend_Following,WKC-200001.au,Long,1999-07-12,open,12381.0,0.7136,1999-08-09,open,12381.0,0.6866,zero position,20,-0.0394,-348.37,0.023,-0.0331,0.05,8835,6.6,0.0007,7.48,0.0009,43.95,0.005,42.71,0.005,0.0,8835.08,1,1,0,0,0,0.07472,0.09437
99,ASX_Trend_Following,SBC-200710.au,Long,1998-09-28,open,992.0,6.6833,1999-08-16,open,992.0,7.562,zero position,196,0.1848,1225.51,0.3766,-0.0499,0.05,6630,6.6,0.001,6.6,0.0009,32.98,0.005,37.7,0.005,367.04,6629.83,1,1,0,0,0,0.04033,0.03285
100,ASX_Trend_Following,WHW-199908.au,Long,1999-07-01,open,915.0,6.1245,1999-08-23,close,915.0,6.2188,end of data,35,0.013,73.08,0.0221,-0.0203,0.0315,5604,6.6,0.0012,6.6,0.0012,27.88,0.005,28.59,0.005,0.0,5603.92,1,1,0,0,0,0.00384,0.00434
101,ASX_Trend_Following,WHW-199908.au,Long,1998-06-15,open,538.0,2.643,1999-08-23,close,538.0,6.2188,end of data,296,1.4572,2071.98,1.3685,-0.0352,0.0112,1422,6.6,0.0046,6.6,0.002,31.23,0.022,16.81,0.005,161.4,1421.93,1,1,0,0,0,0.01009,0.00255
102,ASX_Trend_Following,ENE-201510.au,Long,1998-11-30,open,1490.0,2.5024,1999-09-01,open,1490.0,5.97,reduce position,189,1.3889,5178.72,1.3977,-0.0209,0.0277,3729,6.6,0.0018,14.18,0.0016,33.39,0.009,44.7,0.005,32.78,3728.58,1,1,0,0,0,0.04584,0.00935
103,ASX_Trend_Following,TAN-201506.au,Long,1998-08-31,open,4427.0,1.4073,1999-09-06,open,4427.0,1.4726,zero position,164,0.1082,674.31,0.1725,-0.062,0.05,6230,6.6,0.0011,6.6,0.001,32.1,0.0052,32.76,0.005,398.43,6230.12,1,1,0,0,0,0.85135,44.27
104,ASX_Trend_Following,PMT-200212.au,Long,1998-11-16,open,350.0,9.8498,1999-09-14,open,350.0,10.6465,zero position,146,0.1196,412.35,0.3706,-0.1776,0.0259,3447,6.6,0.0019,6.9,0.0019,17.41,0.0051,18.73,0.005,147.0,3447.43,1,1,0,0,0,0.7,0.12195
105,ASX_Trend_Following,PMT-200212.au,Long,1999-01-04,open,460.0,8.9438,1999-09-14,open,460.0,10.6465,zero position,124,0.2095,862.04,0.5094,-0.0608,0.0284,4114,6.6,0.0016,6.6,0.0013,20.13,0.0049,24.61,0.005,92.0,4114.15,1,1,0,0,0,1.04072,0.16028
106,ASX_Trend_Following,JJS-200110.au,Long,1998-11-30,open,4255.0,1.5779,1999-09-20,open,4255.0,1.4726,zero position,188,-0.037,-248.5,0.1091,-0.0811,0.05,6714,6.6,0.001,6.6,0.0011,33.4,0.005,31.49,0.005,212.75,6713.96,1,1,0,0,0,0.07793,0.12683
107,ASX_Trend_Following,IAM-200102.au,Long,1999-06-21,open,3557.0,2.4924,1999-09-27,open,3557.0,2.3084,zero position,69,-0.0553,-490.47,0.0151,-0.1173,0.05,8865,6.6,0.0007,7.23,0.0009,44.11,0.005,41.26,0.005,177.85,8865.47,1,1,0,0,0,0.19983,0.88925
108,ASX_Trend_Following,SHL.au,Long,1998-02-02,open,2364.0,1.809,1999-10-01,open,2364.0,6.3819,reduce position,411,2.6488,11327.37,2.5931,-0.0271,0.0331,4276,6.6,0.0015,20.07,0.0013,32.11,0.0075,75.81,0.005,543.71,4276.48,1,1,0,0,0,0.07887,0.01252
109,ASX_Trend_Following,MLT-202109.au,Long,1998-12-21,open,787.0,8.844,1999-10-18,open,794.87,8.8555,zero position,204,0.056,389.87,0.0742,-0.005,0.05,6960,6.6,0.0009,6.6,0.0009,34.63,0.005,35.02,0.005,324.32,6960.23,1,1,0,0,0,0.45435,0.13914
110,ASX_Trend_Following,PPT.au,Long,1996-11-11,open,369.0,6.7838,1999-10-18,open,369.0,20.3975,zero position,730,2.2285,5578.5,2.6853,-0.005,0.0249,2503,6.6,0.0026,6.62,0.0009,25.01,0.01,37.82,0.005,568.26,2503.22,1,1,0,0,0,0.01947,0.00384
111,ASX_Trend_Following,BEN.au,Long,1998-10-19,open,1431.0,4.6229,1999-10-25,open,1473.121,5.781,zero position,258,0.3364,2225.47,0.4252,-0.0223,0.05,6615,6.6,0.001,7.49,0.0009,32.7,0.0049,41.57,0.0049,338.82,6615.37,1,1,0,0,0,0.04923,0.04522
112,ASX_Trend_Following,TOL-201505.au,Long,1998-10-05,open,2719.0,2.4623,1999-10-25,open,2719.0,4.9253,zero position,268,1.0869,7276.68,1.4367,-0.0212,0.05,6695,6.6,0.001,11.78,0.0009,33.31,0.005,67.3,0.005,598.16,6694.99,1,1,0,0,0,0.09908,0.07181
113,ASX_Trend_Following,ARB.au,Long,1999-09-14,open,1549.0,6.0501,1999-11-01,open,1549.0,5.6218,zero position,16,-0.055,-515.05,0.0,-0.0909,0.05,9372,6.6,0.0007,7.66,0.0009,46.62,0.005,43.76,0.005,162.64,9371.6,1,1,0,0,0,0.09112,0.34422
114,ASX_Trend_Following,CPI-201104.au,Long,1999-07-12,open,3678.0,2.402,1999-11-01,open,3678.0,2.2547,zero position,80,-0.0338,-298.21,0.1449,-0.0633,0.05,8835,6.6,0.0007,7.3,0.0009,43.95,0.005,41.67,0.005,257.46,8834.56,1,1,0,0,0,0.41795,0.27984
115,ASX_Trend_Following,TGG-202110.au,Long,1999-10-18,open,4866.0,1.9596,1999-11-08,open,4866.0,1.8905,zero position,13,-0.0368,-350.94,0.0,-0.0559,0.0498,9535,6.6,0.0007,8.1,0.0009,46.47,0.0049,46.23,0.005,0.0,9535.41,1,1,0,0,0,0.15996,0.2433
116,ASX_Trend_Following,ALO-200602.au,Long,1999-08-02,open,7601.0,1.1558,1999-12-06,open,7601.0,0.9353,zero position,65,-0.175,-1537.2,0.1075,-0.2213,0.05,8785,6.6,0.0008,6.6,0.0009,43.71,0.005,35.72,0.005,152.02,8785.24,1,1,0,0,0,0.1382,1.5202
117,ASX_Trend_Following,SBC-200710.au,Long,1999-11-01,open,1163.0,8.04,1999-12-13,open,1163.0,7.6715,zero position,28,-0.0237,-222.05,0.0821,-0.0423,0.05,9351,6.6,0.0007,7.85,0.0009,46.52,0.005,44.83,0.005,220.97,9350.52,1,1,0,0,0,0.71088,0.09552
118,ASX_Trend_Following,AOG-200208.au,Long,1999-01-11,open,3818.0,1.6282,1999-12-20,open,3818.0,1.6418,zero position,239,0.0676,420.53,0.1731,-0.134,0.0432,6216,6.6,0.0011,6.6,0.0011,31.31,0.005,31.5,0.005,381.8,6216.47,1,1,0,0,0,0.17514,0.02169
119,ASX_Trend_Following,NIX-200212.au,Long,1999-10-25,open,6921.0,1.3467,2000-01-04,open,6921.0,1.1443,zero position,45,-0.1517,-1414.38,0.0619,-0.2871,0.05,9321,6.6,0.0007,6.97,0.0009,46.37,0.005,39.8,0.005,0.0,9320.51,1,1,0,0,0,0.02091,1.01779
120,ASX_Trend_Following,WKC-200001.au,Long,1999-09-06,open,11544.0,0.794,2000-01-07,close,11544.0,0.8159,end of data,85,0.0726,665.05,0.0453,-0.1562,0.05,9166,6.6,0.0007,8.29,0.0009,45.6,0.005,47.33,0.005,427.13,9165.94,1,1,0,0,0,0.09424,0.17333
121,ASX_Trend_Following,HLN-200001.au,Long,1999-12-13,open,9230.0,1.0553,2000-01-25,close,9230.0,1.0348,end of data,22,-0.021,-204.23,0.0329,-0.0335,0.05,9740,6.6,0.0007,8.41,0.0009,48.46,0.005,48.0,0.005,0.0,9740.42,1,1,0,0,0,0.42652,1.2696
122,ASX_Trend_Following,SOL.au,Long,1999-11-08,open,253.0,37.685,2000-02-14,open,253.0,35.82,zero position,58,-0.051,-486.41,0.0614,-0.0712,0.05,9534,6.6,0.0007,7.97,0.0009,46.8,0.0049,45.54,0.005,0.0,9534.31,1,1,0,0,0,0.37705,0.05933
123,ASX_Trend_Following,SPS-200005.au,Long,1999-09-20,open,6909.0,1.3467,2000-02-14,open,6909.0,1.2736,zero position,96,-0.0558,-519.39,0.2252,-0.0941,0.05,9304,6.6,0.0007,7.74,0.0009,46.29,0.005,44.22,0.005,0.0,9304.35,1,1,0,0,0,0.06813,0.15087
124,ASX_Trend_Following,CHO-201012.au,Long,1999-08-30,open,751.0,11.9598,2000-02-28,open,751.0,11.2435,zero position,76,-0.033,-296.63,0.0201,-0.0552,0.05,8982,6.6,0.0007,7.43,0.0009,44.87,0.005,42.43,0.005,255.34,8981.81,1,1,0,0,0,0.01805,0.31674
125,ASX_Trend_Following,SKE-201510.au,Long,1999-11-15,open,2799.0,3.4842,2000-02-28,open,2799.0,2.8059,zero position,70,-0.1961,-1912.07,0.1079,-0.1906,0.05,9752,6.6,0.0007,6.91,0.0009,48.14,0.0049,39.47,0.005,0.0,9752.28,1,1,0,0,0,0.03935,0.17246
126,ASX_Trend_Following,CXP-201008.au,Long,1999-12-06,open,2083.0,2.9145,2000-03-01,open,2083.0,4.7959,reduce position,54,0.6421,3898.05,0.8871,-0.0153,0.0308,6071,6.6,0.0011,14.31,0.0014,49.07,0.0081,50.2,0.005,0.0,6070.9,1,1,0,0,0,0.08165,0.00601
127,ASX_Trend_Following,WPP-202104.au,Long,1999-09-27,open,764.0,6.0103,2000-03-02,open,764.0,7.562,reduce position,87,0.2545,1168.77,0.2645,-0.035,0.0252,4592,6.6,0.0014,10.13,0.0018,45.95,0.01,29.03,0.005,0.0,4591.87,1,1,0,0,0,1.528,0.03214
128,ASX_Trend_Following,IBC.au,Long,1999-07-12,open,12381.0,0.7036,2000-03-06,open,12381.0,0.7065,zero position,165,0.0735,640.66,0.0944,-0.0335,0.05,8711,6.6,0.0008,7.7,0.0009,43.95,0.005,43.95,0.005,619.05,8711.27,1,1,0,0,0,0.12546,0.19544
129,ASX_Trend_Following,AVG.au,Long,1999-07-05,open,2180.0,3.1658,2000-03-13,open,2180.0,3.2139,zero position,174,0.0417,287.86,0.2635,-0.0461,0.0387,6901,6.6,0.001,6.6,0.0009,34.34,0.005,35.21,0.005,196.2,6901.44,1,1,0,0,0,0.12247,0.11372
130,ASX_Trend_Following,CEQ-200606.au,Long,1999-08-16,open,4257.0,2.0201,2000-03-13,open,4257.0,2.0995,zero position,141,0.0871,749.24,0.2128,-0.0595,0.05,8600,6.6,0.0008,7.87,0.0009,42.78,0.005,44.91,0.005,425.7,8599.57,1,1,0,0,0,0.03879,0.16792
131,ASX_Trend_Following,AVJ-202507.au,Long,2000-02-28,open,13124.0,0.5025,2000-03-20,open,13124.0,0.4617,zero position,12,-0.0832,-548.66,0.0,-0.0766,0.0317,6595,6.6,0.001,6.6,0.0011,32.81,0.005,30.45,0.005,0.0,6594.81,1,1,0,0,0,1.2499,0.92546
132,ASX_Trend_Following,KZA-202311.au,Long,2000-01-10,open,2564.0,3.0253,2000-04-03,open,2564.0,4.967,reduce position,59,0.6392,4958.16,0.6527,-0.0084,0.0407,7757,6.6,0.0009,13.76,0.0011,47.98,0.0062,64.0,0.005,0.0,7756.87,1,1,0,0,0,0.03237,0.00728
133,ASX_Trend_Following,VSL-200701.au,Long,2000-03-06,open,738.0,7.9875,2000-04-03,open,738.0,9.9998,reduce position,20,0.2663,1569.71,0.3396,-0.0047,0.0269,5895,6.6,0.0011,12.09,0.0016,51.41,0.0087,37.08,0.005,103.32,5894.78,1,1,0,0,0,0.00267,0.03707
134,ASX_Trend_Following,PBY-200004.au,Long,2000-02-14,open,23845.0,0.4321,2000-04-06,close,23845.0,0.4179,end of data,29,0.0061,63.32,0.0877,-0.0743,0.05,10303,6.6,0.0006,8.77,0.0009,50.67,0.0049,50.07,0.005,417.29,10303.42,1,1,0,0,0,0.11115,5.52095
135,ASX_Trend_Following,SHL.au,Long,2000-04-03,open,615.0,5.9118,2000-04-10,open,615.0,5.8924,zero position,5,-0.0069,-25.13,0.0149,-0.0697,0.0169,3636,6.6,0.0018,6.6,0.0018,18.3,0.005,18.21,0.005,0.0,3635.76,1,1,0,0,0,0.00286,0.00053
136,ASX_Trend_Following,SHL.au,Long,1998-02-02,open,1204.0,1.809,2000-04-10,open,1204.0,5.8924,zero position,542,2.3949,5216.25,3.262,-0.0271,0.0169,2178,6.6,0.003,6.6,0.0009,32.11,0.0147,35.65,0.005,313.03,2178.04,1,1,0,0,0,0.04017,0.00103
137,ASX_Trend_Following,SPT-201207.au,Long,1999-08-09,open,2052.0,4.221,2000-04-17,open,2052.0,4.6268,zero position,174,0.1382,1197.37,0.4428,-0.0405,0.05,8661,6.6,0.0008,8.35,0.0009,43.09,0.005,47.71,0.005,379.62,8661.49,1,1,0,0,0,0.28331,0.52615
138,ASX_Trend_Following,CNA-201111.au,Long,1998-08-05,open,677.0,8.3415,2000-04-19,open,677.0,14.8255,zero position,171,0.9904,5592.84,0.9181,-0.0409,0.0425,5647,6.6,0.0012,8.83,0.0009,28.1,0.005,50.44,0.005,1218.6,5647.2,1,1,0,0,0,0.07359,3.385
139,ASX_Trend_Following,DEL-200107.au,Long,1999-10-25,open,1374.0,6.7838,2000-04-27,open,1374.0,6.4705,zero position,92,-0.0227,-211.31,0.0319,-0.0566,0.05,9321,6.6,0.0007,7.82,0.0009,46.37,0.005,44.68,0.005,233.58,9320.94,1,1,0,0,0,0.61067,0.80257
140,ASX_Trend_Following,ENE-201510.au,Long,1998-11-30,open,1203.0,2.5024,2000-05-08,open,1203.0,8.8555,zero position,359,2.5611,7709.82,4.3529,-0.0209,0.0223,3010,6.6,0.0022,9.37,0.0009,33.39,0.0111,53.53,0.005,83.01,3010.39,1,1,0,0,0,0.03701,0.00589
141,ASX_Trend_Following,ANE-200801.au,Long,1999-12-20,open,4236.0,2.3015,2000-05-16,open,4236.0,2.1194,zero position,87,-0.0372,-362.28,0.2166,-0.0876,0.05,9749,6.6,0.0007,7.9,0.0009,48.5,0.005,45.11,0.005,423.6,9749.15,1,1,0,0,0,0.08115,0.08233
142,ASX_Trend_Following,KZA-202311.au,Long,2000-01-10,open,582.0,3.0253,2000-05-22,open,582.0,3.3631,zero position,90,0.1042,183.4,0.6527,-0.0084,0.0092,1761,6.6,0.0037,6.6,0.0034,47.98,0.0272,9.84,0.005,0.0,1760.72,1,1,0,0,0,0.00735,0.02617
143,ASX_Trend_Following,KZA-202311.au,Long,2000-05-01,open,855.0,3.4173,2000-05-22,open,855.0,3.3631,zero position,14,-0.0204,-59.54,0.0213,-0.0782,0.0142,2922,6.6,0.0023,6.6,0.0023,14.79,0.0051,14.45,0.005,0.0,2921.79,1,1,0,0,0,0.00899,0.03845
144,ASX_Trend_Following,SBC-200710.au,Long,2000-02-28,open,1164.0,8.9445,2000-05-22,open,1164.0,7.568,zero position,51,-0.1307,-1360.52,0.0397,-0.1503,0.05,10411,6.6,0.0006,7.75,0.0009,51.8,0.005,44.27,0.005,256.08,10411.4,1,1,0,0,0,0.38164,0.04284
145,ASX_Trend_Following,SID-200006.au,Long,2000-06-05,open,1714.0,6.1406,2000-06-13,close,1714.0,6.0795,end of data,3,-0.0114,-120.5,0.0,-0.005,0.05,10525,6.6,0.0006,9.17,0.0009,52.36,0.005,52.36,0.005,0.0,10524.99,1,1,0,0,0,0.4285,17.14
146,ASX_Trend_Following,PLM-200111.au,Long,2000-05-15,open,2043.0,5.1255,2000-06-15,open,2043.0,4.985,zero position,18,-0.0289,-302.6,0.0243,-0.0245,0.05,10471,6.6,0.0006,8.96,0.0009,52.1,0.005,51.18,0.005,0.0,10471.4,1,1,0,0,0,2.78718,1.7025
147,ASX_Trend_Following,IPH-200306.au,Long,2000-06-05,open,5818.0,1.809,2000-06-19,open,5818.0,1.7612,zero position,8,-0.0279,-293.72,0.0006,-0.0271,0.05,10525,6.6,0.0006,9.02,0.0009,52.36,0.005,51.49,0.005,0.0,10524.76,1,1,0,0,0,0.09538,0.37535
148,ASX_Trend_Following,HAM-200312.au,Long,2000-02-14,open,4136.0,2.4523,2000-07-03,open,4136.0,2.2885,zero position,76,-0.0316,-320.17,0.2193,-0.1273,0.05,10143,6.6,0.0007,8.33,0.0009,50.67,0.005,47.56,0.005,372.24,10142.71,1,1,0,0,0,0.46363,0.517
149,ASX_Trend_Following,BOA-200007.au,Long,2000-06-05,open,6386.0,1.6482,2000-07-03,close,6386.0,1.6418,end of data,18,-0.0054,-56.7,0.0011,-0.011,0.05,10525,6.6,0.0006,9.23,0.0009,52.37,0.005,52.68,0.005,0.0,10525.41,1,1,0,0,0,0.67936,1.45136
150,ASX_Trend_Following,QCH-200707.au,Long,2000-05-22,open,2454.0,4.2713,2000-07-17,open,2454.0,4.0596,zero position,39,0.0239,250.4,0.077,-0.1103,0.05,10482,6.6,0.0006,8.77,0.0009,52.15,0.005,50.06,0.005,785.28,10481.77,1,1,0,0,0,0.12585,0.02173
151,ASX_Trend_Following,VSL-200701.au,Long,2000-06-01,open,385.0,10.3013,2000-07-31,open,3850.0,1.5015,zero position,41,0.4535,1798.63,0.7474,-0.0098,0.0189,3966,6.6,0.0017,9.54,0.0017,19.73,0.005,2.9,0.0005,0.0,3966.0,1,1,0,0,0,0.00333,0.00239
152,ASX_Trend_Following,VSL-200701.au,Long,2000-03-06,open,633.0,7.9875,2000-07-31,open,6330.0,1.5015,zero position,101,0.8944,4522.07,1.2535,-0.0047,0.0231,5056,6.6,0.0013,8.36,0.0009,51.41,0.0102,4.78,0.0005,88.62,5056.09,1,1,0,0,0,0.00023,0.00393
153,ASX_Trend_Following,TEM-200504.au,Long,1999-10-18,open,3492.0,2.5634,2000-08-15,open,3492.0,2.985,zero position,202,0.1803,1613.6,0.4629,-0.0286,0.05,8951,6.6,0.0007,9.17,0.0009,46.62,0.0052,52.38,0.005,157.14,8951.39,1,1,0,0,0,0.06715,0.30008
154,ASX_Trend_Following,WPP-202104.au,Long,2000-04-04,open,417.0,9.3463,2000-09-04,open,2085.0,3.0348,zero position,86,0.6365,2480.71,0.6317,-0.0435,0.0178,3897,6.6,0.0017,9.56,0.0015,19.29,0.0049,6.36,0.001,66.72,3897.41,1,1,0,0,0,0.01635,0.00953
155,ASX_Trend_Following,WPP-202104.au,Long,1999-09-27,open,755.0,6.0103,2000-09-04,open,3775.0,3.0348,zero position,194,1.5476,7022.72,1.5373,-0.035,0.0249,4538,6.6,0.0015,10.08,0.0009,45.95,0.0101,11.51,0.001,120.8,4537.78,1,1,0,0,0,0.302,0.01726
156,ASX_Trend_Following,AVJ-202507.au,Long,2000-06-05,open,19394.0,0.5427,2000-09-07,open,19394.0,0.4776,zero position,47,-0.0523,-550.01,0.0135,-0.1247,0.05,10525,6.6,0.0006,8.15,0.0009,52.36,0.005,46.55,0.005,727.29,10525.12,1,1,0,0,0,0.36592,0.16015
157,ASX_Trend_Following,IBC.au,Long,2000-07-31,open,15281.0,0.7337,2000-09-11,open,15281.0,0.6567,zero position,30,-0.0791,-886.45,0.0,-0.1004,0.05,11212,6.6,0.0006,8.83,0.0009,55.78,0.005,50.43,0.005,305.61,11211.67,1,1,0,0,0,0.10396,0.32482
158,ASX_Trend_Following,TGG-202110.au,Long,2000-08-21,open,5825.0,1.7487,2000-09-25,open,5825.0,1.5622,zero position,25,-0.0395,-401.94,0.0179,-0.1136,0.0429,10186,6.6,0.0006,8.01,0.0009,50.39,0.0049,45.73,0.005,699.03,10186.18,1,1,0,0,0,0.05915,0.08486
159,ASX_Trend_Following,EAM-200009.au,Long,2000-01-31,open,6965.0,1.408,2000-09-26,close,6965.0,1.592,end of data,131,0.1929,1892.05,0.2074,-0.027,0.05,9807,6.6,0.0007,9.76,0.0009,48.75,0.005,55.72,0.005,626.85,9806.72,1,1,0,0,0,0.06159,2.32167
160,ASX_Trend_Following,AOV.au,Long,2000-06-13,open,6270.0,1.6734,2000-10-02,open,6270.0,1.6418,zero position,79,0.0244,256.46,0.1593,-0.1036,0.05,10492,6.6,0.0006,9.06,0.0009,52.67,0.005,51.73,0.005,470.25,10492.22,1,1,0,0,0,0.04132,0.34641
161,ASX_Trend_Following,SAQ-200802.au,Long,2000-09-25,open,2881.0,3.9903,2000-10-02,open,2881.0,4.0795,zero position,4,0.0209,240.05,0.0275,-0.0226,0.05,11496,6.6,0.0006,10.34,0.0009,58.34,0.0051,59.06,0.005,0.0,11496.05,1,1,0,0,0,5.762,0.95397
162,ASX_Trend_Following,FST-200010.au,Long,2000-07-24,open,4651.0,2.412,2000-10-06,close,4651.0,2.587,end of data,52,0.0918,1029.29,0.0987,-0.0257,0.05,11218,6.6,0.0006,10.59,0.0009,55.81,0.005,60.46,0.005,232.55,11218.21,1,1,0,0,0,0.57074,0.0
163,ASX_Trend_Following,APE.au,Long,2000-07-06,open,2724.0,4.1253,2000-10-23,open,2724.0,3.9999,zero position,33,-0.0027,-30.9,0.0908,-0.0255,0.05,11237,6.6,0.0006,9.59,0.0009,55.16,0.0049,54.75,0.005,326.88,11237.32,1,1,0,0,0,0.42206,13.09615
