Date,System Equity Curve
1998-01-23 00:00:00,126695.65
1998-01-27 00:00:00,126392.05
1998-01-28 00:00:00,126616.66
1998-01-29 00:00:00,126514.47
1998-01-30 00:00:00,128458.64
1998-02-02 00:00:00,127965.84
1998-02-03 00:00:00,127959.12
1998-02-04 00:00:00,129058.61
1998-02-05 00:00:00,130864.32
1998-02-06 00:00:00,130670.09
1998-02-09 00:00:00,130468.26
1998-02-10 00:00:00,129642.28
1998-02-11 00:00:00,129343.35
1998-02-12 00:00:00,129086.01
1998-02-13 00:00:00,129052.53
1998-02-16 00:00:00,128714.15
1998-02-17 00:00:00,129926.9
1998-02-18 00:00:00,129566.12
1998-02-19 00:00:00,129790.7
1998-02-20 00:00:00,129485.97
1998-02-23 00:00:00,129163.25
1998-02-24 00:00:00,129928.3
1998-02-25 00:00:00,130533.5
1998-02-26 00:00:00,131919.98
1998-02-27 00:00:00,133409.05
1998-03-02 00:00:00,132343.89
1998-03-03 00:00:00,132118.34
1998-03-04 00:00:00,131811.55
1998-03-05 00:00:00,131047.46
1998-03-06 00:00:00,131320.31
1998-03-09 00:00:00,131184.22
1998-03-10 00:00:00,131743.68
1998-03-11 00:00:00,132626.42
1998-03-12 00:00:00,132508.87
1998-03-13 00:00:00,132343.89
1998-03-16 00:00:00,132033.2
1998-03-17 00:00:00,132393.21
1998-03-18 00:00:00,132820.66
1998-03-19 00:00:00,132578.86
1998-03-20 00:00:00,132388.74
1998-03-23 00:00:00,132713.81
1998-03-24 00:00:00,132447.5
1998-03-25 00:00:00,132148.93
1998-03-26 00:00:00,132118.2
1998-03-27 00:00:00,132768.97
1998-03-30 00:00:00,132458.03
1998-03-31 00:00:00,132725.75
1998-04-01 00:00:00,132711.4
1998-04-02 00:00:00,132681.82
1998-04-03 00:00:00,132557.95
1998-04-06 00:00:00,132335.25
1998-04-07 00:00:00,132099.71
1998-04-08 00:00:00,131726.22
1998-04-09 00:00:00,132146.49
1998-04-14 00:00:00,132110.09
1998-04-15 00:00:00,133402.44
1998-04-16 00:00:00,134099.45
1998-04-17 00:00:00,133495.17
1998-04-20 00:00:00,133428.3
1998-04-21 00:00:00,133005.84
1998-04-22 00:00:00,133100.7
1998-04-23 00:00:00,133536.86
1998-04-24 00:00:00,133288.83
1998-04-27 00:00:00,132688.78
1998-04-28 00:00:00,131904.6
1998-04-29 00:00:00,131216.54
1998-04-30 00:00:00,132123.07
1998-05-01 00:00:00,132251.3
1998-05-04 00:00:00,131484.55
1998-05-05 00:00:00,132016.19
1998-05-06 00:00:00,131770.69
1998-05-07 00:00:00,131409.79
1998-05-08 00:00:00,131469.19
1998-05-11 00:00:00,132618.28
1998-05-12 00:00:00,134069.88
1998-05-13 00:00:00,133491.06
1998-05-14 00:00:00,132635.9
1998-05-15 00:00:00,132269.58
1998-05-18 00:00:00,130574.25
1998-05-19 00:00:00,130374.23
1998-05-20 00:00:00,130323.19
1998-05-21 00:00:00,130821.39
1998-05-22 00:00:00,130515.14
1998-05-25 00:00:00,131035.82
1998-05-26 00:00:00,131614.15
1998-05-27 00:00:00,129643.65
1998-05-28 00:00:00,130039.41
1998-05-29 00:00:00,131174.07
1998-06-01 00:00:00,129168.32
1998-06-02 00:00:00,128880.81
1998-06-03 00:00:00,128424.73
1998-06-04 00:00:00,128700.24
1998-06-05 00:00:00,128838.94
1998-06-09 00:00:00,127758.53
1998-06-10 00:00:00,127364.0
1998-06-11 00:00:00,126560.87
1998-06-12 00:00:00,124914.19
1998-06-15 00:00:00,125792.85
1998-06-16 00:00:00,124124.61
1998-06-17 00:00:00,124620.66
1998-06-18 00:00:00,126170.45
1998-06-19 00:00:00,125925.63
1998-06-22 00:00:00,124877.46
1998-06-23 00:00:00,125582.87
1998-06-24 00:00:00,126174.78
1998-06-25 00:00:00,126487.49
1998-06-26 00:00:00,126887.54
1998-06-29 00:00:00,127302.25
1998-06-30 00:00:00,128619.21
1998-07-01 00:00:00,129398.76
1998-07-02 00:00:00,130376.1
1998-07-03 00:00:00,131273.42
1998-07-06 00:00:00,131510.92
1998-07-07 00:00:00,131913.84
1998-07-08 00:00:00,132540.08
1998-07-09 00:00:00,132389.49
1998-07-10 00:00:00,132989.21
1998-07-13 00:00:00,132509.85
1998-07-14 00:00:00,131756.1
1998-07-15 00:00:00,131931.7
1998-07-16 00:00:00,133277.53
1998-07-17 00:00:00,133886.46
1998-07-20 00:00:00,132234.63
1998-07-21 00:00:00,131876.98
1998-07-22 00:00:00,131473.49
1998-07-23 00:00:00,130557.86
1998-07-24 00:00:00,129774.34
1998-07-27 00:00:00,130417.02
1998-07-28 00:00:00,130473.62
1998-07-29 00:00:00,131403.83
1998-07-30 00:00:00,131589.31
1998-07-31 00:00:00,131412.84
1998-08-03 00:00:00,131403.75
1998-08-04 00:00:00,132226.26
1998-08-05 00:00:00,129518.14
1998-08-06 00:00:00,129655.84
1998-08-07 00:00:00,129950.03
1998-08-10 00:00:00,129680.88
1998-08-11 00:00:00,129665.46
1998-08-12 00:00:00,128605.96
1998-08-13 00:00:00,128981.74
1998-08-14 00:00:00,129742.15
1998-08-17 00:00:00,129062.42
1998-08-18 00:00:00,129211.79
1998-08-19 00:00:00,130690.49
1998-08-20 00:00:00,129324.77
1998-08-21 00:00:00,129008.7
1998-08-24 00:00:00,128731.63
1998-08-25 00:00:00,129752.56
1998-08-26 00:00:00,129778.9
1998-08-27 00:00:00,129601.41
1998-08-28 00:00:00,128373.67
1998-08-31 00:00:00,127916.33
1998-09-01 00:00:00,126512.35
1998-09-02 00:00:00,126999.99
1998-09-03 00:00:00,126342.87
1998-09-04 00:00:00,126162.59
1998-09-07 00:00:00,128165.66
1998-09-08 00:00:00,128667.88
1998-09-09 00:00:00,129381.76
1998-09-10 00:00:00,129074.54
1998-09-11 00:00:00,128776.79
1998-09-14 00:00:00,128908.53
1998-09-15 00:00:00,129371.14
1998-09-16 00:00:00,129914.56
1998-09-17 00:00:00,129745.53
1998-09-18 00:00:00,129587.57
1998-09-21 00:00:00,129565.04
1998-09-22 00:00:00,129769.38
1998-09-23 00:00:00,130765.53
1998-09-24 00:00:00,131865.31
1998-09-25 00:00:00,131919.57
1998-09-28 00:00:00,131741.0
1998-09-29 00:00:00,132787.13
1998-09-30 00:00:00,132809.65
1998-10-01 00:00:00,131889.55
1998-10-02 00:00:00,133216.1
1998-10-05 00:00:00,132993.95
1998-10-06 00:00:00,132615.76
1998-10-07 00:00:00,133209.81
1998-10-08 00:00:00,133079.23
1998-10-09 00:00:00,132395.88
1998-10-12 00:00:00,131487.42
1998-10-13 00:00:00,131779.23
1998-10-14 00:00:00,131338.78
1998-10-15 00:00:00,131324.45
1998-10-16 00:00:00,130805.06
1998-10-19 00:00:00,130277.16
1998-10-20 00:00:00,130305.55
1998-10-21 00:00:00,130758.69
1998-10-22 00:00:00,130841.87
1998-10-23 00:00:00,130398.52
1998-10-26 00:00:00,130676.69
1998-10-27 00:00:00,130544.17
1998-10-28 00:00:00,131389.6
1998-10-29 00:00:00,132702.57
1998-10-30 00:00:00,133095.45
1998-11-02 00:00:00,134030.06
1998-11-03 00:00:00,133745.93
1998-11-04 00:00:00,133290.1
1998-11-05 00:00:00,133509.4
1998-11-06 00:00:00,134469.57
1998-11-09 00:00:00,134177.72
1998-11-10 00:00:00,134064.63
1998-11-11 00:00:00,134413.93
1998-11-12 00:00:00,135006.72
1998-11-13 00:00:00,134683.54
1998-11-16 00:00:00,134831.52
1998-11-17 00:00:00,135120.12
1998-11-18 00:00:00,135153.09
1998-11-19 00:00:00,135341.58
1998-11-20 00:00:00,134947.06
1998-11-23 00:00:00,134798.49
1998-11-24 00:00:00,134570.83
1998-11-25 00:00:00,133330.47
1998-11-26 00:00:00,133732.2
1998-11-27 00:00:00,133596.72
1998-11-30 00:00:00,134452.17
1998-12-01 00:00:00,133987.41
1998-12-02 00:00:00,133619.66
1998-12-03 00:00:00,133648.99
1998-12-04 00:00:00,134520.85
1998-12-07 00:00:00,134881.57
1998-12-08 00:00:00,135657.11
1998-12-09 00:00:00,135968.84
1998-12-10 00:00:00,136131.68
1998-12-11 00:00:00,135285.79
1998-12-14 00:00:00,135075.32
1998-12-15 00:00:00,136276.79
1998-12-16 00:00:00,136724.49
1998-12-17 00:00:00,138349.43
1998-12-18 00:00:00,138516.0
1998-12-21 00:00:00,138491.76
1998-12-22 00:00:00,139061.2
1998-12-23 00:00:00,138312.87
1998-12-24 00:00:00,138713.52
1998-12-29 00:00:00,139214.46
1998-12-30 00:00:00,140689.06
1998-12-31 00:00:00,141671.29
1999-01-04 00:00:00,142467.86
1999-01-05 00:00:00,142068.38
1999-01-06 00:00:00,142710.83
1999-01-07 00:00:00,144853.6
1999-01-08 00:00:00,144861.86
1999-01-11 00:00:00,145329.49
1999-01-12 00:00:00,146950.34
1999-01-13 00:00:00,146808.35
1999-01-14 00:00:00,145687.91
1999-01-15 00:00:00,145086.05
1999-01-18 00:00:00,146429.59
1999-01-19 00:00:00,147518.7
1999-01-20 00:00:00,148545.53
1999-01-21 00:00:00,149927.98
1999-01-22 00:00:00,150768.58
1999-01-25 00:00:00,150485.63
1999-01-27 00:00:00,151916.53
1999-01-28 00:00:00,152664.4
1999-01-29 00:00:00,153382.72
1999-02-01 00:00:00,152852.47
1999-02-02 00:00:00,152857.16
1999-02-03 00:00:00,152944.28
1999-02-04 00:00:00,152922.96
1999-02-05 00:00:00,151641.84
1999-02-08 00:00:00,152108.26
1999-02-09 00:00:00,152898.04
1999-02-10 00:00:00,152310.85
1999-02-11 00:00:00,151909.18
1999-02-12 00:00:00,152851.29
1999-02-15 00:00:00,152606.79
1999-02-16 00:00:00,152760.23
1999-02-17 00:00:00,154558.49
1999-02-18 00:00:00,156550.93
1999-02-19 00:00:00,158192.14
1999-02-22 00:00:00,159959.47
1999-02-23 00:00:00,160715.74
1999-02-24 00:00:00,161613.88
1999-02-25 00:00:00,161403.65
1999-02-26 00:00:00,164206.9
1999-03-01 00:00:00,163101.13
1999-03-02 00:00:00,163307.61
1999-03-03 00:00:00,162951.63
1999-03-04 00:00:00,162615.2
1999-03-05 00:00:00,164208.55
1999-03-08 00:00:00,165139.48
1999-03-09 00:00:00,165696.93
1999-03-10 00:00:00,165504.51
1999-03-11 00:00:00,165698.58
1999-03-12 00:00:00,166673.69
1999-03-15 00:00:00,166882.25
1999-03-16 00:00:00,168286.33
1999-03-17 00:00:00,167912.81
1999-03-18 00:00:00,168449.86
1999-03-19 00:00:00,169903.2
1999-03-22 00:00:00,170028.88
1999-03-23 00:00:00,169862.77
1999-03-24 00:00:00,169185.1
1999-03-25 00:00:00,169367.11
1999-03-26 00:00:00,170195.6
1999-03-29 00:00:00,171358.1
1999-03-30 00:00:00,171860.14
1999-03-31 00:00:00,171771.22
1999-04-01 00:00:00,172252.42
1999-04-06 00:00:00,172584.52
1999-04-07 00:00:00,172843.18
1999-04-08 00:00:00,173672.07
1999-04-09 00:00:00,174444.17
1999-04-12 00:00:00,174534.42
1999-04-13 00:00:00,175330.44
1999-04-14 00:00:00,175878.65
1999-04-15 00:00:00,176563.69
1999-04-16 00:00:00,177969.12
1999-04-19 00:00:00,178495.7
1999-04-20 00:00:00,177282.77
1999-04-21 00:00:00,177861.67
1999-04-22 00:00:00,179114.9
1999-04-23 00:00:00,178135.99
1999-04-26 00:00:00,177937.99
1999-04-27 00:00:00,177671.62
1999-04-28 00:00:00,176102.18
1999-04-29 00:00:00,175605.7
1999-04-30 00:00:00,175285.99
1999-05-03 00:00:00,173813.67
1999-05-04 00:00:00,173650.98
1999-05-05 00:00:00,172558.13
1999-05-06 00:00:00,173568.62
1999-05-07 00:00:00,170479.75
1999-05-10 00:00:00,170764.84
1999-05-11 00:00:00,171204.17
1999-05-12 00:00:00,172114.26
1999-05-13 00:00:00,171795.76
1999-05-14 00:00:00,173427.32
1999-05-17 00:00:00,171367.93
1999-05-18 00:00:00,174250.8
1999-05-19 00:00:00,178429.93
1999-05-20 00:00:00,177684.8
1999-05-21 00:00:00,177345.23
1999-05-24 00:00:00,178694.91
1999-05-25 00:00:00,178977.34
1999-05-26 00:00:00,177970.22
1999-05-27 00:00:00,177527.32
1999-05-28 00:00:00,176414.37
1999-05-31 00:00:00,176427.09
1999-06-01 00:00:00,176441.53
1999-06-02 00:00:00,173890.43
1999-06-03 00:00:00,174756.55
1999-06-04 00:00:00,175404.27
1999-06-07 00:00:00,175776.67
1999-06-08 00:00:00,176643.67
1999-06-09 00:00:00,177426.42
1999-06-10 00:00:00,176772.25
1999-06-11 00:00:00,174385.18
1999-06-15 00:00:00,174730.45
1999-06-16 00:00:00,174922.81
1999-06-17 00:00:00,176388.59
1999-06-18 00:00:00,176411.67
1999-06-21 00:00:00,176103.68
1999-06-22 00:00:00,177096.7
1999-06-23 00:00:00,177051.04
1999-06-24 00:00:00,176250.24
1999-06-25 00:00:00,174853.85
1999-06-28 00:00:00,175349.0
1999-06-29 00:00:00,175401.86
1999-06-30 00:00:00,177086.61
1999-07-01 00:00:00,177862.52
1999-07-02 00:00:00,177220.58
1999-07-05 00:00:00,177197.34
1999-07-06 00:00:00,176556.57
1999-07-07 00:00:00,176360.52
1999-07-08 00:00:00,176387.3
1999-07-09 00:00:00,175804.68
1999-07-12 00:00:00,176076.07
1999-07-13 00:00:00,175879.65
1999-07-14 00:00:00,176496.28
1999-07-15 00:00:00,176624.64
1999-07-16 00:00:00,176012.6
1999-07-19 00:00:00,175902.14
1999-07-20 00:00:00,177198.19
1999-07-21 00:00:00,176558.5
1999-07-22 00:00:00,176606.99
1999-07-23 00:00:00,176358.96
1999-07-26 00:00:00,176505.59
1999-07-27 00:00:00,175475.73
1999-07-28 00:00:00,175547.53
1999-07-29 00:00:00,175261.37
1999-07-30 00:00:00,174825.46
1999-08-02 00:00:00,173593.05
1999-08-03 00:00:00,173817.48
1999-08-04 00:00:00,172158.06
1999-08-05 00:00:00,173491.51
1999-08-06 00:00:00,172334.69
1999-08-09 00:00:00,171501.72
1999-08-10 00:00:00,172200.5
1999-08-11 00:00:00,171059.8
1999-08-12 00:00:00,170652.37
1999-08-13 00:00:00,171122.48
1999-08-16 00:00:00,171781.62
1999-08-17 00:00:00,172489.04
1999-08-18 00:00:00,173489.11
1999-08-19 00:00:00,173524.05
1999-08-20 00:00:00,173526.33
1999-08-23 00:00:00,175436.18
1999-08-24 00:00:00,176277.07
1999-08-25 00:00:00,178065.04
1999-08-26 00:00:00,179939.86
1999-08-27 00:00:00,179420.0
1999-08-30 00:00:00,181452.08
1999-08-31 00:00:00,182898.01
1999-09-01 00:00:00,184700.12
1999-09-02 00:00:00,183150.92
1999-09-03 00:00:00,182387.35
1999-09-06 00:00:00,183649.06
1999-09-07 00:00:00,184118.4
1999-09-08 00:00:00,184342.28
1999-09-09 00:00:00,184707.68
1999-09-10 00:00:00,184860.69
1999-09-13 00:00:00,186489.46
1999-09-14 00:00:00,187607.09
1999-09-15 00:00:00,188645.56
1999-09-16 00:00:00,187592.82
1999-09-17 00:00:00,185159.06
1999-09-20 00:00:00,185589.38
1999-09-21 00:00:00,185431.88
1999-09-22 00:00:00,184969.06
1999-09-23 00:00:00,186186.43
1999-09-24 00:00:00,183774.61
1999-09-27 00:00:00,183780.76
1999-09-28 00:00:00,184928.32
1999-09-29 00:00:00,185852.13
1999-09-30 00:00:00,185784.99
1999-10-01 00:00:00,186774.26
1999-10-04 00:00:00,186567.77
1999-10-05 00:00:00,186542.71
1999-10-06 00:00:00,187138.82
1999-10-07 00:00:00,187110.54
1999-10-08 00:00:00,188201.69
1999-10-11 00:00:00,189356.54
1999-10-12 00:00:00,189098.3
1999-10-13 00:00:00,187773.37
1999-10-14 00:00:00,187849.55
1999-10-15 00:00:00,186490.15
1999-10-18 00:00:00,182809.79
1999-10-19 00:00:00,183557.06
1999-10-20 00:00:00,185095.99
1999-10-21 00:00:00,185124.21
1999-10-22 00:00:00,185486.55
1999-10-25 00:00:00,185779.47
1999-10-26 00:00:00,185971.46
1999-10-27 00:00:00,185340.96
1999-10-28 00:00:00,185315.78
1999-10-29 00:00:00,186143.31
1999-11-01 00:00:00,187602.56
1999-11-02 00:00:00,187180.3
1999-11-03 00:00:00,188117.59
1999-11-04 00:00:00,187046.26
1999-11-05 00:00:00,187239.24
1999-11-08 00:00:00,187513.15
1999-11-09 00:00:00,188088.26
1999-11-10 00:00:00,188513.66
1999-11-11 00:00:00,191331.63
1999-11-12 00:00:00,192570.75
1999-11-15 00:00:00,193469.42
1999-11-16 00:00:00,194763.31
1999-11-17 00:00:00,194662.65
1999-11-18 00:00:00,195225.76
1999-11-19 00:00:00,194440.05
1999-11-22 00:00:00,194059.81
1999-11-23 00:00:00,195229.49
1999-11-24 00:00:00,194275.39
1999-11-25 00:00:00,194111.19
1999-11-26 00:00:00,193747.29
1999-11-29 00:00:00,193641.13
1999-11-30 00:00:00,193819.8
